filename,title,text,date,topic,industry,region,topic_bool
2740, offici journal content oj c august, note content display revers order print journal evalu studi vineyard identif use aerial photograhi open procedur c industri gase contract award notic c open invit tender multipl action support treati investig chosen technolog maastricht c phare electron equip notic invit tender issu commiss european commun project financ phare fund c extern consult open invit tender c air traffic manag atm notic invit tender vii c concern studi rule make standard air traffic manag atm open procedur c extern consult open invit tender c purchas scan electron microscop restrict procedur c automat press restrict procedur c sinter furnac restrict procedur c phare variou suppli notic invit tender issu european train foundat behalf govern lithuania project financ framework phare programm european commiss c taci equip diagnost system notic invit tender issu commiss european commun financ framework taci programm c european econom interest group notic publish pursuant council regul eec juli complet liquid c european econom interest group notic publish pursuant council regul eec juli format c outcom invit tender commun food aid c amend propos european parliament council direct concern place biocid product market c text eea relev com final cod propos council regul ec amend regul eec protect geograph indic design origin agricultur product foodstuff c com final cn prior notif concentr case iv n tv c notif exclus licenc agreement case iv f c prior notif concentr case iv coca cola enterpris inc amalgam beverag great britain limit c prior notif concentr case iv schere gehe jenapharm c list establish paraguay approv purpos import fresh meat commun c ecu august c end document,1996-08-20,G15;GCAT;,I83940;,EEC;,0
2741, offici journal content oj l august, note content display revers order print journal commiss decis juli lay pedigre zootechn certif import breed anim semen ova embryo text eea relev ec commiss decis juli lay pedigre zootechn requir import semen certain anim text eea relev ec commiss direct ec juli adapt technic progress council direct eec approxim law member state relat measur taken air pollut emiss motor vehicl text eea relev commiss regul ec august establish standard import valu determin entri price certain fruit veget commiss regul ec august correct regul ec establish standard import valu determin entri price certain fruit veget commiss regul ec august correct regul ec establish standard import valu determin entri price certain fruit veget commiss regul ec august correct regul ec ec establish standard import valu determin entri price certain fruit veget commiss regul ec august establish preferenti custom duti import small flower rose origin israel commiss regul ec august establish quantiti alloc import commun quantit quota certain product origin peopl republ china commiss regul ec august suppli cereal base wean food food aid commiss regul ec august suppli cereal food aid commiss regul ec august suppli veget oil food aid end document,1996-08-20,G15;GCAT;,I83940;,EEC;,0
2742, toronto stock close stronger resourc ralli, chang chang tse hi lo dji gold london us ftse gold ny comex us nikkei lme cash nickel us candlr lme cash alum us yr nymex crude us toronto stock end higher boost ralli gold base metal u rate hike market debat canadian eas million share trade worth c billion toronto stock ralli close higher tuesday surg ahead strength resourc sector canadian gold stock led canadian stock price higher said richardson greenshield analyst linda lehman market report toronto stock exchang key composit index jump point reach point far august key index climb juli low reach height hit sinc earli june trade reach million share valu c billion far high said p c hold presid ron meisel toronto key index hit time high point may point bullish econom cycl market player invest resourc stock meisel said market also debat whether bank canada eas short term interest rate sinc u feder open market committe rais rate meet today analyst said canada central bank risk rate cut without excess widen bond spread two nation gold led toronto sub indic higher gain percent follow transport issu base metal media issu advanc stock beat declin one trade unchang hot stock heavyweight barrick gold corp jump brisk trade black swan gold mine ltd toronto activ stock turnov million share small prospector slip recent strength investor await drill result lydia zajc reuter toronto bureau,1996-08-20,M11;MCAT;,I83940;,CANA;,0
2743, canada dollar close softer u rate cut, forecast rang asian close resist support hi lo canada open hi europ open prev close lo hi lo market comment canadian dollar end slightli softer c us monday close c us session littl activ sinc u feder open market committe hike rate today meet investor expect cut canadian interest rate unit seen trade c c overnight econom news canada june trade surplu fell c billion revis record c billion may statist canada said weaker forecast number may help spur eas week next economist said eye bank canada see adjust said cibc foreign exchang specialist reid farril hold pattern farril see unit trade narrow rang c c overnight cross canada dollar stay basic flat mark yen monday close lydia zajc reuter toronto bureau,1996-08-20,M13;M132;MCAT;,I83940;,CANA;,0
2744, canada provinci bill auction result manitoba, date prov mat c amt avg chg price hi lo man mo mln ont mo mln ont mo mln que mo mln flat nfd mo mln que mo mln que yr mln reuter toronto bureau,1996-08-20,M13;M131;MCAT;,I83940;,CANA;,0
2745, tarragon q net slightli, period end june shr c c net cash flow shr rev month shr c c net cash flow shr rev avg shr data except per share number note full name tarragon oil ga ltd reuter toronto bureau,1996-08-20,C15;C151;CCAT;,I13000;I1300003;,CANA;,1
2746, bombardi expect rj order q, bombardi inc said tuesday expect announc end third quarter firm order canadair region jet expect end next quarter go fill order backlog next year requir good number order end octob would say would satisfi bombardi spokesman michel lord told reuter lord confirm forecast made chief execut laurent beaudoin telephon confer call analyst late tuesday afternoon confer call beaudoin said expect bombardi announc third quarter end octob firm order region jet would fill product januari current order backlog region jet bombardi produc seat jet rate five month lord said new order like come north american airlin would say talk north america time market quit activ larg region airlin order sizeabl amount aircraft one order lord said lord said bombardi activ discuss airlin order region jet declin name lot seriou negoti half materi could quit well fill year lord said margaret cornish keho analyst scotiamcleod inc said beaudoin forecast well receiv first time bombardi made specif forecast boost firm order book region jet happi question posit cornish keho said analyst worri recent week bombardi updat order backlog region jet announc sever month ago heavi trade last week monday tuesday bombardi class b share recov much ground lost earlier concern cornish keho said confer call beaudoin also said expect bombardi announc next month would boost order book de havilland dash extent product volum would fill next fiscal year end januari reuter montreal bureau,1996-08-20,C33;CCAT;,I36400;I3640010;,CANA;,1
2747, newbridg say track year, newbridg network corp track anoth strong year analyst predict percent profit growth compani offici said tuesday releas record first quarter result certainli look forward come quarter newbridg head investor relat john lawlor told confer call fundament point view well track newbridg report earn per share first quarter end juli rose us per share us per share year ago result exceed street expect around us per share newbridg offici said analyst project earn us per share full year said believ number consist guidanc give analyst newbridg report gross margin held steadi percent first quarter compar percent fourth quarter cash balanc howev rose c million c million reuter toronto bureau,1996-08-20,C15;C152;CCAT;,I33030;,CANA;,1
2748, inco start share buy back program, inco ltd said tuesday permiss buy back million common share percent current public float buy back program start friday end later august compani said inco need borrow financ buy back said releas program fund partli intern cash surplus partli proce possibl futur asset sale main reason repurchas program help offset earn dilut stem c billion acquisit diamond field resourc inc inco said long await move welcom inco sharehold express concern dilut inco takeov battl last spring buy diamond field massiv nickel copper cobalt deposit remot voisey bay labrador takeov expect formal close wednesday reuter toronto bureau,1996-08-20,C17;C171;C18;C181;CCAT;,I21000;,CANA;,1
2749, bombardi inc q profit rise, shr c c net rev month shr c c net rev avg shr data except per share number reuter montreal bureau,1996-08-20,C15;C151;CCAT;,I36400;I3640010;,CANA;,1
2750, canadian bond end firmer outperform u market, canadian bond close firmer outperform u counterpart tuesday increas expect bank canada could soon cut interest rate analyst said bill market got bid extend way curv said one toronto dealer money market ralli bank canada get way canada percent bond due rose c c yield percent u year benchmark fell yield percent spread benchmark bond narrow basi point basi point close trade monday canadian u bond market focus meet today u feder reserv rate set feder open market committe expect fomc left u interest rate unchang fed decis increas expect bank canada lower canadian short term interest rate expect rate cut price money market provid firm bid across curv analyst said front end bullish trader pretti much expect anoth rate cut bank canada said sheldon dong manag fix incom research midland walwyn capit inc wednesday govern canada auction c billion percent bond due septemb price percent rose c c yield percent u year benchmark trade unchang yield percent spread two bond narrow basi point basi point close trade monday three month cash bill trade percent u three month bill percent jeffrey hodgson e mail jeffrey hodgson com,1996-08-20,M12;M13;M131;MCAT;,I36400;I3640010;,CANA;,0
2751, investor buzz around black swan gold, investor explor fever latch onto black swan gold mine ltd hope drill result expect week line pocket paper profit certainli rumor result got brazilian explor go posit said fred ketchen senior vice presid scotiamcleod part current phenomenon explor fever black swan activ stock toronto stock exchang tuesday heavi trade monday last friday stock c c volum million share tuesday flurri specul interest stock link anyth concret compani spokesman richard simpson said compani headquart vancouv drill result black swan percent own gold project brazil like releas later week said ad result preliminari know gold hole said simpson grade whether expect market simpli know alway look pretti jazzi stuff rumor market result good investor especi institut investor pressur show robust return place bet analyst said mutual fund burnish perform high return invest high fli explor stock bre x resourc ltd diamond field resourc quick pile junior mine share hint potenti although mani previous hot junior mine stock cool quickli june juli investor seem forgotten earlier rough ride said barri cooper mine analyst wood gundi burn twice shi say work junior gold stock note attract black swan limit downsid sinc stock trade around c mark ad scotiamcleod ketchen wherea upsid potenti come someth rather impress black swan share cata preta gold project brazilian state mina gerai sul america mineracao ltda brazilian compani black swan midst negoti takeov partner gain percent interest cata preta acquir sul america brazilian properti drill result expect week hole first hole seri expect complet end year black swan plan drill total hole determin much gold lie beneath surfac deposit alreadi explor reuter toronto bureau,1996-08-20,C15;C152;C24;CCAT;,I21000;,BRAZ;CANA;,1
2752, bank canada auction c bln day bill, bank canada plan auction c billion day treasuri bill wednesday august central bank said tuesday auction held edt gmt result announc edt gmt bill date deliv august matur septemb bank canada said tender subject standard auction term reuter toronto bureau,1996-08-20,M13;M131;MCAT;,I21000;,CANA;,0
2753, canada daili lumber export figur u, canada softwood lumber export unit state edt august billion board feet accord govern data juli sept april present provinc quantiti share pct quantiti share pct british columbia alberta ontario quebec total quarterli quota annual quota sourc canadian depart foreign affair intern trade export import control bureau april canadian lumber export exceed quarterli annual quota subject export fee export data base canadian export permit one week lag entri softwood lumber unit state applic canadian permit reuter ottawa bureau,1996-08-20,E51;E512;ECAT;M14;M141;MCAT;,I21000;,CANA;USA;,0
2754, barrington pete q share net jump, shr c c net cash flow shr rev month shr c c net cash flow shr rev avg shr data except per share number note full name barrington petroleum ltd second quarter result first fulli reflect acquisit sherritt energi corp close may result period also includ one time charg earn c respect imput interest charg reuter toronto bureau,1996-08-20,C15;C151;CCAT;,I13000;I1300003;,CANA;,1
2755, research alert first enterpris start, chicago corp analyst jackson spear said start coverag first enterpris financi group inc buy rate share consum automobil financ compani close chicago newsdesk,1996-08-20,C15;C152;CCAT;,I13000;I1300003;,USA;,1
2756, press digest u technolog trade public, week aug top stori report major u technolog trade public pc week three biggest storag manag vendor prepar major rollout fall new product technolog help inform system administr central backup manag grow store enterpris data pc week report august issu seagat technolog ship next week execview manag backup storag manag line purchas seagat cheyenn softwar announc version arcserv back open file microsoft corp made long jump rival carl lewi internet explor leap ahead netscap navig sever area pc week lab report netscap still size speed advantag internet explor infoworld intel corp start develop common data secur architectur design integr secur softwar oper system third parti applic microprocessor architectur sometim next year infoworld report august issu microsoft two partner detail strategi design provid high speed access mainfram data web browser one partner polari commun sell solut expect avail mid septemb inform week object relat databas emerg key battleground billion databas market inform week report aug cover stori oracl corp informix corp intern busi machin corp vy lead ibm prepar ship power version yet system server capabl handl million instruct per second inform week report comput resel news one year netscap commun corp initi public offer compani feel heat microsoft corp softwar giant turn gun internet powerhous netscap microsoft battl web base multimedia messag latest skirmish war internet domin comput resel news report august major distributor press major pc vendor shift final assembl pc distribut channel move forward plan manufactur system effort ward chronic product shortag crn report computerworld basic problem microsoft corp new world wide web browser internet explor frustrat mani earli user computerworld report august issu internet user could face new problem hostil activ x web compon world wide web microsoft acknowledg scrambl tighten secur activ x technolog debat network comput devic access internet increas data warehous world confer databas analyst said internet push network comput popular onto desktop computerworld report august issu electron engin time new attempt solv conundrum multimedia comput headlin eighth hot chip confer palo alto calif week vendor show array architectur combin audio video commun process plu first detail descript microsoft talisman media chip architectur ee time report august issu viscorp set top box maker base chicago get right amiga properti defunct pc pioneer commodor viscorp promis improv version age still respect platform one biggest cult comput industri electron buyer news intel corp pull plug earli pentium chip set develop part effort push low end pentium pro processor mainstream market electron buyer news report august issu dram price continu downward path supplier scrambl cut loss boost profit margin look like long term suppli glut said ebn baromet,1996-08-20,GCAT;,I13000;I1300003;,USA;,0
2757, jewel lawyer expert say lie test clear suspect, olymp bomb suspect richard jewel pass lie detector test deni involv deadli juli attack polygraph expert hire one jewel attorney said tuesday former feder bureau investig agent dick rackleff said hour polygraph test jewel aug unquestion conclus standpoint involv way explos devic jewel attorney paid polygraph exam effort show secur guard noth pipe bomb left two peopl dead injur downtown atlanta centenni olymp park jewel hail hero immedi aftermath bomb remain suspect fbi investig conclus total innoc connect pipe bomb went park discov said rackleff administ polygraph examin fbi atlanta jewel know suspici backpack contain bomb point georgia bureau investig agent night blast rackleff said jack martin crimin attorney jewel said result show anyth one shred physic evid connect crime pass lie detector test hard evid arrest martin said speak report front feder courthous said fbi apologis jewel identifi suspect man deserv apolog three week ago fbi came resid gave news confer front resid name suspect martin said turf ask apolog work secur guard olymp pavilion near park jewel discov green knapsack contain pipe bomb help polic clear crowd area deton next time somebodi see suspici packag like want turn law enforc right thing hope hesit act fear wait second go suspect martin said said jewel career law enforc ruin name case remain apart share mother unabl leav without chase hord report fbi agent,1996-08-20,GCAT;GCRIM;,I13000;I1300003;,USA;,0
2758, research alert movado initi buy, rodman renshaw inc said tuesday initi coverag movado group inc buy rate month price target share movado share unchang fiscal end januari revenu base million current global market share small rodman said report howev u repres percent billion wholesal global market movado major player segment compet name watch wholesal price rodman said believ movado pois continu sustain consist annual doubl digit top bottom line growth steadili increas profit market share reuter chicago newsdesk,1996-08-20,C15;C152;CCAT;,I37400;,USA;,1
2759, hurrican dolli rake yucatan, hurrican dolli race mexico yucatan peninsula tuesday mph kph wind inch cm rain forecast nation hurrican center said p edt gmt center hurrican dolli locat latitud north longitud west mile km north northeast chetum mexico hurrican center said storm move west northwest mph kph expect weaken slightli pass yucatan peninsula forecast said good chanc strengthen storm move warm water gulf mexico hurrican forc wind extend mile km center tropic storm forc wind extend mile km center storm carri inch cm rain forecast said dolli expect approach texa mexico border thursday hurrican warn effect east coast yucatan peninsula part beliz coast tropic storm watch,1996-08-20,GCAT;GDIS;,I37400;,MEX;USA;,0
2760, research alert metal leve downgrad, credit lyonnai secur said research report downgrad rate brazilian auto part firm metal leve sell hold although metal leve share drop percent sinc earli juli high follow firm take mahl cofap still see compani profit bank said bank said takeov posit firm substanti risk minor sharehold remain due compani uncertain futur bank said unclear firm remain stand alon busi merg mahl brazil oper next two year see lot consolid auto part industri limit price power hold earn remain neutral toward industri ad metal leve prefer slightli reai sao paulo stock exchang jame craig sao paulo newsroom,1996-08-20,C15;C152;CCAT;,I35300;,BRAZ;USA;,1
2761, research alert cemig start buy, santand invest said initi coverag brazilian power firm cemig major own mina gerai state buy rate set month price target per share cemig expect report earn per share bank said statement said util current valuat low given earn stabil improv financi situat stock current trade percent discount copel integr brazilian util percent discount averag chilean argentin gener bank said santand said price target repres upsid potenti percent mina gerai abund hydropow potenti cemig strong cash gener capac possibl benefit privat ga distribut unit current attract valuat also support buy rate bank said among concern cemig low margin client base state nation averag demand distort account chang ad cemig prefer percent reai local time edt sao paulo stock exchang jame craig sao paulo newsroom,1996-08-20,C15;C152;CCAT;,I16100;,BRAZ;USA;,1
2762, life corp set qtli shr, quarterli latest prior amount pay sept record sept,1996-08-20,C15;C151;CCAT;,I82003;I8200318;,USA;,1
2763, research alert urban outfitt cut, j c bradford analyst elliot laurenc said cut rate urban outfitt inc stock perform quit live wall street expect although result posit stock perform extrem well last six month see magnitud outperform anticip laurenc said base level risk reward share tuesday afternoon,1996-08-20,C15;C152;CCAT;,I65600;I6560002;,USA;,1
2764, research alert cemig still credit buy, credit lyonnai secur said maintain buy recommend rais month price target brazilian state own power util cemig report cite cemig better expect year date perform revis upward earn forecast cemig annual compound earn growth next three year percent percent said five year expect see annual earn growth percent ad bank also said percent stake cemig sold mina gerai state strateg foreign partner oper consider premium market valu credit lyonnai also said new manag would enhanc cemig strateg posit sector open competit bank said power sector fundament improv recommend investor overweight brazilian electr util stock cemig one top pick improv fundament new privat partner credit lyonnai said ad power firm trade discount brazilian latin american power util credit lyonnai rais month price target cemig reai percent hike present level reai bank said cemig prefer percent reai local gmt sao paulo stock exchang jame craig sao paulo newsroom,1996-08-20,C15;C152;CCAT;,I16100;,BRAZ;USA;,1
2765, taylor devic inc fy full result, taylor devic inc fiscal year end may st net revenu net earn earn per share share outstand new york newsdesk,1996-08-20,C15;C151;C1511;CCAT;,I32540;,USA;,1
2766, research alert pariba start argentin util, electr spot price declin percent stabil around megawatt hour firm said percent lower contractu price central puerto central costanera current enjoy result central puerto face profit declin percent percent central costanera profit like fall percent percent year pariba said guillermo hskel bueno air newsroom,1996-08-20,C15;C152;CCAT;,I16100;,ARG;,1
2767, research alert pariba start argentin util, pariba capit market said initi coverag argentin util central puerto central costanera sell recomend,1996-08-20,C15;C152;CCAT;,I16100;,ARG;USA;,1
2768, research alert intercardia start, lehman brother said initi coverag intercardia inc buy rate month price target stock trade tuesday afternoon,1996-08-20,C15;C152;CCAT;,I25700;,USA;,1
2769, research alert centocor start, lehman brother said start coverag centocor inc outperform rate month price target share detail avail,1996-08-20,C15;C152;CCAT;,I25700;,USA;,1
2770, research alert cor therapeut start, lehman brother said initi coverag cor therapeut inc outperform rate set price target stock detail avail share,1996-08-20,C15;C152;CCAT;,I25700;,USA;,1
2771, research alert morgan stanley first data, morgan stanley analyst david togut said reduc earn estim first data corp cite compani becom modestli conserv near term intermedi term earn growth potenti also cite lower expect growth western union intern busi delay act iii healthcar claim process system slower expect sale first imag busi tighter lend stadnard credit card issuer togut said manag remain confid percent ep growth target reduc earn estim per share kept rate outperform,1996-08-20,C15;C152;CCAT;,I83940;,USA;,1
2772, gannett boost quarterli payout, quarterli latest prior amount pay octob record sept note full name compani gannett co inc,1996-08-20,C15;C151;CCAT;,I47510;,USA;,1
2773, northrop protest air forc contract, northrop grumman corp tuesday said file offici protest u air forc decis award million contract rival defens firm raytheon co statement lo angel base militari manufactur said protest file monday gener account offic protest involv year contract build digit airport surveil radar system u govern air forc award contract raytheon earlier month base debrief receiv last week northrop said found error inconsist evalu process made believ select contract offer provid best valu u govern understand basi select given govern report met exceed requir system demonstr past perform compani said,1996-08-20,C33;C331;CCAT;,I34430;I36400;I3640047;,USA;,1
2774, eclips rate buy brou begin coverag, h brou co inc said tuesday initi coverag eclips surgic technolog inc buy recommend analyst howard rosencran said sunnyval calif base eclips rapidli emerg leader nascent transmyocardi revascular tmr market tmr surgic procedur use laser treat cardiovascular diseas repres altern invas angioplasti bypass surgeri three million peopl might candid procedur rosencran wrote eclips conduct trial gain u food drug administr approv tmr system altern drug therapi adjunct bypass surgeri rosencran said,1996-08-20,C15;C152;CCAT;,I37200;,USA;,1
2775, interview compuserv ceo optimist, compuserv corp presid chief execut offic bob massey said tuesday despit share first quarter loss project second quarter loss outlook posit line servic firm move second quarter see increas usag compuserv inform servic massey said telephon interview also said trend usag per member revenu per member clearli go right direct subscrib declin first quarter end juli massey said may weather relat think gener trend posit direct said compuserv address subscrib declin upgrad infrastructur improv speed perform releas new softwar product compuserv easier use integr internet browser said market program promot compuserv wow teen releas septemb said expect loss second quarter neighborhood earn improv point forward massey said telephon interview earlier tuesday compuserv report first quarter warn expect second quarter loss said expect improv second half think compani extrem well posit take advantag opportun nascent environ consum onlin internet market well corpor internet servic massey said said corpor servic call compani crown jewel gain custom first quarter bring total new partnership ibm netscap commun corp microsoft corp oracl corp provid comprehens intranet host platform said second quarter compuserv two icon microsoft window onlin servic folder said juli compuserv said million direct worldwid subscrib niftyserv japanes license total million wow new servic novic user introduc four month ago grew user sprynet internet access servic grew cleveland newsdesk,1996-08-20,C15;C152;CCAT;,I33020;I3302003;I3302020;I3302021;I83940;,USA;,1
2776, u issu new air cargo secur rule, feder aviat author tuesday end delay issu new anti terror rule cargo shipper send notic regul would go effect august tighter standard announc feder aviat administ follow explos tran world airlin flight new york juli gone effect august investig yet determin caus explos kill peopl board one possibl caus weigh bomb cargo hold pari bound boe faa offici said delay impos new secur step follow complaint shipper regul unclear need clarif impos unnecessari paperwork would impos tighter certif cargo forward consolid handler make sure explos hazard materi ship faa said certif handler cargo would includ person photo identif shipper consent search cargo gave detail,1996-08-20,C13;CCAT;,I75000;I77002;,USA;,1
2777, rexen move forward plan, rexen corp said tuesday pursu expans plan privat held hunstman corp drop million unsolicit offer dalla base compani rexen feel signific improv expans program underway enhanc stockhold valu said rexen chairman andrew smith go forward busi plan rexen twice reject huntsman acquisit offer say propos inadequ share rexen tumbl hour trade follow news new york newsdesk,1996-08-20,C18;C181;CCAT;,I25000;I25140;,USA;,1
2778, pan american win tent u approv fli, u transport depart tuesday gave tent approv pan american airlin fli william mosley depart spokesman said new carrier oper pan name tent found fit provid aviat servic depart make final rule day comment period mosley said miami businessman chuck cobb bought pan name familiar blue globe logo along former pan execut martin shugru announc plan restart carrier small domest airlin old pan aviat pioneer found went bankrupt year loss last month new pan said plan start oper summer three aircraft rout miami new york chicago lo angel san francisco,1996-08-20,C13;C16;C21;CCAT;,I75000;,USA;,1
2779, focu u refin boost distil product, hidden deep latest american petroleum institut petroleum stock survey releas tuesday earli sign u refin step distil product bolster heat oil inventori ahead winter heat season analyst said tuesday industri trade group weekli report u refin activ also confirm report refineri run west coast refineri cut deepli power outag struck sever western state last week analyst said,1996-08-20,C21;CCAT;M14;M143;MCAT;,I14000;,USA;,1
2780, f bancorp acquir wisconsin bank, f bancorp inc acquir state bank east troy definit agreement bank said tuesday state bank east troy asset million one locat east troy wi said transact result sharehold bank parent east troy bancshar inc receiv f bancorp stock undisclos amount bank said complet expect first quarter addit state bank east troy f bancorp serv custom locat wisconsin combin asset billion chicago newsdesk,1996-08-20,C18;C181;CCAT;,I81402;,USA;,1
2781, krantor corp q full result, figur except earn per share three month end six month end june june sale continu oper discontinu oper total incom loss continu oper per share discontinu oper per share net incom loss per share weight averag outstand share new york newsdesk,1996-08-20,C15;C151;CCAT;,I61000;,USA;,1
2782, u spot prod stabl access trade api, u spot gasolin heat oil price stabl access trade late tuesday releas weekli api inventori data deem slightli bearish trader earlier nymex trade heat futur fell cent gasolin futur slid cent revers two day sharpli higher price trader said api data week end august show season million barrel increas distil inventori heel sever week drawdown scanti build total distil stock stand million barrel almost million lower compar period last year report said show season gasolin draw barrel put stock million last year level data show bearish million build reformul gasolin stock new york harbor call number littl bearish side one gulf coast trader said gasolin million barrel less last year slowli build back normal,1996-08-20,M14;M143;MCAT;,I61000;,USA;,0
2783, us manufactur prais fed hold rate, nation associ manufactur prais feder reserv decis tuesday hold interest rate steadi suggest central bank consid cut rate later growth slow sharpli stabl inflat real growth run potenti associ presid jerri jasinowski said statement feder reserv keep rate economi slow sharpli later year fed consid cut interest rate ad,1996-08-20,E12;ECAT;,I61000;,USA;,0
2784, lloyd ask dismiss recoveri plan suit, lloyd london ask u judg tuesday dismiss attempt investor block year old insur market recoveri plan said will allow investor sue unit kingdom fraud found restructur ten thousand investor lloyd worldwid anxious await outcom virginia case u investor appli injunct stop recoveri plan rescu propos lloyd reinsur billion dollar liabil includ pollut asbestosi relat claim unit state new compani call equita investor must vote propos aug argu suit dismiss lloyd attorney harvey pitt told u district court judg robert payn case belong court case busi court pitt told court never seen case none wit plaintiff defend live eastern district virginia pitt said lloyd chief execut offic ronald sandler wit stand four hour tuesday prepar stipul judg dismiss case fraud later found part restructur plaintiff could sue unit kingdom suit name plaintiff seek block plan detail financi inform releas steve clay attorney plaintiff argu stipul lloyd would address investor immedi need inform tri make sure get inform inform power clay said ad investor seek damag need inform order make decis restructur plan hear expect last least two hour judg payn said would rule injunct request tuesday night decis expect wednesday,1996-08-20,C12;C13;C17;CCAT;GCAT;GCRIM;,I82003;,UK;USA;,1
2785, dirti tanker fixtur enquiri gmt, fixtur western hemispher pioneer e c mexico lake charl w citgo emili do boca usg w ashland fail atlantia mexico usg pecten add rate mideast red sea vergina sidi kerir genoa w exxon new york commod desk,1996-08-20,M14;MCAT;,I82003;,USA;,0
2786, u mine worker coal oper pact, unit mine worker america said tuesday struck deal bitumini coal oper associ would improv wage health insur pension benefit pact includ wage bonus year union member employ bcoa compani also call hold earli negoti session next year advanc current contract expir august union said,1996-08-20,C42;CCAT;E41;ECAT;GCAT;GJOB;,I11000;,USA;,1
2787, deposit guaranti corp set payout, quarterli latest prior amount pay oct record sept,1996-08-20,C15;C151;CCAT;,I81402;,USA;,1
2788, neopharm inc q loss narrow, shr loss loss net loss loss rev nil nil avg shr month shr loss loss net loss loss rev nil nil avg shr data except per share number note neopharm development stage compani chicago newsdesk,1996-08-20,C15;C151;CCAT;,I81402;,USA;,1
2789, ibm licens talig sun java, intern busi machin corp sun microsystem inc said agre integr ibm talig technolog sun java softwar give java intern accent talig enhanc would allow java softwar develop system written programm work american english automat recogn languag differ individu countri said talig softwar util java base unicod intern charact set allow comput programm develop softwar global use talig softwar allow java softwar applet full size applic adapt intern date system non u currenc number charact fit respect countri languag format java program system allow softwar design transform billboard like screen comput screen dynam scene incorpor text move graphic video sound featur score lead intern comput commun consum electron compani licens java softwar use internet relat product develop internation critic compon java develop ask us provid said jon kannegaard vice presid softwar product javasoft divis respons develop sun java softwar talig orgin form joint ventur includ appl comput inc ibm later hewlett packard co eric auchard new york newsdesk,1996-08-20,C33;CCAT;,I33020;I3302003;,USA;,1
2790, scherer healthcar inc q full result, scherer healthcar inc unaudit financi summari thousand except per share data three month end june net sale oper incom loss incom loss continu oper loss discontinu oper net loss incom loss continu oper per share net loss per share weight averag number share outstand sourc scherer healthcar inc new york newsdesk,1996-08-20,C15;C151;CCAT;,I25700;,USA;,1
2791, hyperion telecommun inc q ebitda, data present fiscal quarter end unaudit north mid mid total east atlant south network financi data dollar thousand total revenu total capit expenditur total ebitda proport revenu proport capit expenditur proport ebitda statist data addit quarter rout mile fiber mile build connect lec co colloc b voic grade equival circuit june rout mile fiber mile build connect lec co colloc b voic grade equival circuit repres portion revenu attribut compani b local exchang carrier central offic hyperion telecommun inc percent own adelphia commun corp new york newsdesk,1996-08-20,C15;C151;CCAT;,I9741109;,USA;,1
2792, netscap urg action microsoft, netscap commun corp lead antitrust lawyer written u depart justic urg immedi action taken microsoft corp netscap call far reach anti competit behavior letter date august made avail reuter tuesday escal battl word two compani began earlier month rival prepar issu new version internet browser softwar gari reback outsid attorney repres netscap also suggest letter issu turn back feder trade commiss investig eight page letter accus microsoft made written offer comput maker internet servic provid isp system integr larg corpor provid either clandestin side payment discount microsoft desktop oper system window payment form real estat window screen netscap counsel said induc made condit parti involv would make competitor browser far less access user microsoft browser browser enabl pc user access world wide web legal clash come critic point netscap microsoft introduc new version respect browser netscap navig microsoft internet explor netscap pioneer browser technolog surg public stock market stellar initi public offer august hold lead estim percent worldwid browser market microsoft whose window system domin person comput market percent share move quickli gain estim percent browser share said monday one million user download latest internet explor version first week avail softwar known internet explor formal introduc week ago monday netscap launch latest version navig softwar compani link content provid offer free trial subscript way promot browser analyst said microsoft thrown market financi clout internet product level play field latest softwar netscap microsoft alreadi well along way develop next version browser softwar reback silicon valley lawyer known spearhead past legal tussl redmond wash base softwar compani said alleg practic went far beyond address consent decre agre microsoft justic depart two year ago microsoft behavior anyth anti competit pernici conduct address specif decre reback wrote letter reback said interview number compani start come tree compliant sinc war word began netscap microsoft two week ago reback urg depart justic investig netscap believ illeg conduct microsoft say depart could swiftli said mani small internet compani face threat elimin market reason microsoft illeg conduct attorney also suggest depart antitrust divis return matter feder trade commiss said taken recent interest subject event request immedi attent said time essenc know antitrust divis open file respect microsoft sam perri com palo alto bureau,1996-08-20,C13;C34;CCAT;,I33020;I3302020;,USA;,1
2793, new york coal ore scrap fixtur aug, new fixtur report tuesday new york commod desk,1996-08-20,M14;MCAT;,I33020;I3302020;,USA;,0
2794, long drug store adopt sharehold right, long drug store corp said tuesday adopt sharehold right plan design deter hostil takeov attempt sharehold receiv one right prefer stock common share held close busi septemb right allow sharehold buy one hundredth newli issu share prefer stock exercis price dollar right exercis person buy percent stake long exclud certain long famili member time right holder may buy share compani acquir compani surviv entiti valu twice exercis price right right expir septemb compani said plan adopt respons hostil takeov bid offer earlier long said plan open new store fiscal year plan open next fiscal year long post second quarter profit million share sale million compar earn million share sale million year ago period long share close lower new york stock exchang,1996-08-20,C11;C17;C171;CCAT;,I64300;,USA;,1
2795, roy f weston get u armi contract, roy f weston inc said tuesday u armi corp engin grant compani three year contract maximum valu million environment architect engin servic weston conduct hazard toxic radioact wast investig well engin remedi design militari civilian site mid atlant state compani said,1996-08-20,C33;C331;CCAT;,I83700;,USA;,1
